,Unnamed: 0,id, text, labels, insult, degree, role, guy, abuse,processed
3072,3072,1.5951207264825E+18,"Why do we have to respect that a country violates basic human rights because it is its culture and traditions? I don't understand. How is it possible that someone in their right mind would see a woman being stoned to death for being an adulteress because she was raped, or a LGBTI person for being one?", NONVIOLENT,,,,,,why do we have to respect that a country violate basic human right because it be its culture and tradition I do not understand how be it possible that someone in their right mind would see a woman be stone to death for be an adulteress because she be rape or a lgbti person for be one
3073,3073,1.234881918791E+18," @laSextaTV You are absolutely right, you are garbage sect", VIOLENT,, MODERATE, EXECUTOR, OTHER,,   you be absolutely right you be garbage sect
3074,3074,1.5897279422292E+18, a Madrid player talking about values and how to educate them. It's like Qatar talking about human and LGBT rights. disgust., VIOLENT,, MODERATE, EXECUTOR, OTHER,,  a madrid player talk about value and how to educate they its like qatar talk about human and lgbt right disgust
3075,3075,1.6604709941741E+18," Fascism continues to advance in the country. Peru is becoming less and less safe for LGBTI people. They tell us again that our lives are not worth living or that our ""behaviors"" are not right. many lgtbi and especially trans people already lived it day by day. now it will be worse. https://twitter.com/josefina_28/estatus/1660330378685456385", VIOLENT,, MODERATE, INFORMATIVE, OTHER,,  fascism continue to advance in the country peru be become less and less safe for lgbti people they tell we again that our life be not worth live or that our behavior be not right many lgtbi and especially tran people already live it day by day now it will be bad
3076,3076,1.6406958306875E+18,"@cyberanon69 @40ktrasfondo dude, your Twitter is full of retweets to anti-immigrant posts, against Basques and Catalans, against lgtbi. From human to human, I recommend that you reflect on whether you are being over-bombarded with news and a narrative framework of terror by the media you consume daily.", NONVIOLENT,,,,,,   dude your twitter be full of retweet to antiimmigrant post against basque and catalan against lgtbi from human to human I recommend that you reflect on whether you be be overbombarde with news and a narrative framework of terror by the medium you consume daily
3077,3077,1.6351998584864E+18," @proyecto_drago @alber_canarias why are you blocking? They have told me everything and I don't block anyone. That's ""cowardly."" In your conglomerate of parties you have a convicted person and they do not respect LGBTI rights. @podemosceuta @podemosmelilla https://elpais.com/espanta/2021-02-17/el-supremo-ratifica-las-penas-al-expresidente-de-melilla-y-al-ex-secretario-general-del- psoe-melillense.html", NONVIOLENT,,,,,,    why be you block they have tell I everything and I do not block anyone that s cowardly in your conglomerate of party you have a convict person and they do not respect lgbti right     psoemelillensehtml
3078,3078,1.6035034305128E+18," outspoken against homosexuals:. LGBTI groups ""restore"" the memory of the victims of the law on vagrants and thugs https://w.eldiario.es/1_1eb79d?utm_campaign=botonera-share&utm_medium=social&utm_source=twitter via @eldiariocv", NONVIOLENT,,,,,,  outspoken against homosexual lgbti group restore the memory of the victim of the law on vagrant and thug   via
3079,3079,1.6064067044424E+18,"@ymmjga65 @rosavillacastin another trifle compared to unions, lgtbi organizations, NGOs that look more like traffickers of human beings, etc. etc. I could go on but it makes me sleepy.", NONVIOLENT,,,,,,   another trifle compare to union lgtbi organization ngo that look more like trafficker of human being etc etc I could go on but it make I sleepy
3080,3080,1.585665988196E+18," @nefeerr a left that is complicit with capital is aberrant with the aim of flooding the labor market with cheap, disintegrated labor, at the antipodes culturally and with regard to feminism, secularism or lgtbi and denigrating neighborhoods. well, you are not left ðŸ¤·ðŸ »", NONVIOLENT,,,,,,   a left that be complicit with capital be aberrant with the aim of flood the labor market with cheap disintegrated labor at the antipode culturally and with regard to feminism secularism or lgtbi and denigrate neighborhood well you be not leave ðÿðÿ
3081,3081,9.8993457477084E+17," The #fachita in his sauce lying, manipulating and mixing topics that have nothing to do with... #ridiculous https://t.co/zvxkAWw2cb", VIOLENT,, MODERATE, EXECUTOR, POLICY,,  the   in his sauce lie manipulating and mix topic that have nothing to do with  
3082,3082,1.5864008067603E+18," @abecarub oops. I mistook. the first letter is u. I think you mean up. united (or united eh, let's not be sexist or lgtbi and those degenerate entities). you nail it.", VIOLENT,, MODERATE, EXECUTOR, OTHER,,   oop I mistake the first letter be u I think you mean up united or united eh let not be sexist or lgtbi and those degenerate entity you nail it
3083,3083,1.5871351034735E+18,"@eldiarioes @pedroagueda money laundering means that Muñoz's husband looked for legitimate but not legal formulas to protect his money from Sanchista waste in his LGBT businesses, gender violence, public positions of cronies, climate change, self-propelled trips. as it should be", VIOLENT,, MODERATE, EXECUTOR, POLICY,,   money laundering mean that muñozs husband look for legitimate but not legal formula to protect his money from sanchista waste in his lgbt business gender violence public position of crony climate change selfpropelle trip as it should be
3084,3084,1.6440964261447E+18," @morganna_love quite high number (not specified), unusual violence (not specified either) to lgtbi minorities. (violent minorities who attack as much or more than their alleged perpetrators). hahaha! look at the beam in your eye, that is also taught by the god you speak of.", NONVIOLENT,,,,,,   quite high number not specify unusual violence not specify either to lgtbi minority violent minority who attack as much or more than their alleged perpetrator hahaha look at the beam in your eye that be also teach by the god you speak of
3085,3085,1.5932315309479E+18," @irenemontero @pam_angela_ what rights are you missing? Please, can someone teach me the laws that oppress LGBTI people?", NONVIOLENT,,,,,,    what right be you miss please can someone teach I the law that oppress lgbti people
3086,3086,1.6399884623665E+18, @heelkekker the lgtbi collective does not have a belief and does not try to impose anything on anyone. disapproving is like saying that you don't respect blonde people for being blonde without any fucking sense., NONVIOLENT,,,,,,   the lgtbi collective do not have a belief and do not try to impose anything on anyone disapprove be like say that you do not respect blonde people for be blonde without any fucking sense
3087,3087,1.6162358972923E+18,@tinakinoko and where do we locate these? lgtbi.xyz. ?, NONVIOLENT,,,,,,  and where do we locate these lgtbixyz
3088,3088,1.6464803348784E+18," @vero_mendoza_f pure vero pose, people no longer believe your ""cries of pain"", you use them just like the poor ""lgtbi group"" for your marches and you keep selective silence when it suits you.", NONVIOLENT,,,,,,   pure vero pose people no long believe your cry of pain you use they just like the poor lgtbi group for your marche and you keep selective silence when it suit you
3089,3089,1.6045200788503E+18, @martinscastrol @diegopatig @sebastiannohra is still more coherent than traveling directly to the heart of the totalitarian state that he criticizes so much. I hope he doesn't decide to defend the rights of women or the LGBTI community., NONVIOLENT,,,,,,     be still more coherent than travel directly to the heart of the totalitarian state that he criticize so much I hope he do not decide to defend the right of woman or the lgbti community
3090,3090,1.5980178749078E+18," @mafecarrascal @irenevelezt what stupidity. You can't even criticize an incompetent official anymore because they come out with:. It's because she's black, it's because she's a woman, it's because she's lgtbi. Skills, expertise or knowledge no longer matter, gender ideology took over all the discussions. What a bad argument!", VIOLENT,, MODERATE, EXECUTOR, OTHER,,    what stupidity you can not even criticize an incompetent official anymore because they come out with its because she s black its because she s a woman its because she s lgtbi skill expertise or knowledge no long matter gender ideology take over all the discussion what a bad argument
3091,3091,1.6151152297126E+18, @andreadevesa1 @camoto_101 @noagresiva well educate yourself on the subject and you will see. the abortion lobby is as powerful as the lgtbi., NONVIOLENT,,,,,,     well educate yourself on the subject and you will see the abortion lobby be as powerful as the lgtbi
3092,3092,1.5861254507949E+18,"@ashittyboy_more @lexsith @godokoro @joxcaribe_ @wallstwolverine until now a communist, a terrorist, the woke radicals and lgtbi.z lobbies did it without you worrying. Now it is expected that the rest of the users will have that same freedom.", NONVIOLENT,,,,,,      until now a communist a terrorist the woke radical and lgtbiz lobby do it without you worry now it be expect that the rest of the user will have that same freedom
3093,3093,1.5959780871327E+18," @roj0santo @earisteguieta in my neighborhood ""San Juan"" there was an old man like that, excuse me, an elderly lgtbi+plus man, who liked to gossip, one day, alone in his castle, the victim died From his gossip he came to give him soup, medicine and company, he died a month later but apologized. ðŸ™„", NONVIOLENT,,,,,,    in my neighborhood san juan there be an old man like that excuse I an elderly lgtbiplus man who like to gossip one day alone in his castle the victim die from his gossip he come to give he soup medicine and company he die a month later but apologize ðÿ
